mean_CRS,mean_R_final,pct_reduction_vs_classical,pct_diff_vs_ufmb,mean_ldf_active,disc_correction_pct,ampl_correction_pct,n_neutral,n_disc,n_ampl
17.49875,17.603500000000004,53.01489011740605,-5.1535560344827305,1.0402843750000001,-12.648216434690145,20.715585099849417,48,16,16
19.850125,20.383999999999997,55.5077786084176,9.827586206896543,1.0657458333333334,-8.715669703317367,24.66766148885043,56,13,11
23.063125000000003,23.26125,55.16530219872885,25.33001077586208,1.017365625,-9.830470659906709,18.62521825162294,48,19,13
20.337374999999998,20.529249999999998,52.89565766075833,10.610183189655167,1.0074037037037036,-11.242473650293915,29.18532868465433,53,19,8
19.348125,19.701,58.23017292784735,6.147629310344838,1.055553846153846,-9.741506672439751,20.862580927148578,54,13,13
18.469375,19.369125,48.656547281782125,4.359509698275872,1.0742631578947368,-12.949030152515588,23.929743356093336,42,17,21
19.19925,19.633625000000002,52.975183600638296,5.78461745689657,1.0866699999999998,-10.903466351808248,28.187140084436397,60,10,10
18.894875,19.2565,57.168991920461295,3.7526939655172433,1.0157333333333334,-11.988579605882531,17.596907149683663,56,13,11
16.870375000000003,16.9935,53.72077506501994,-8.44019396551723,1.0286806451612902,-9.993780169479372,26.27900464515916,49,20,11
17.534499999999998,17.838124999999998,55.07759624767841,-3.889412715517245,1.0172777777777777,-11.515536265374301,24.281294128713775,53,17,10
21.464625,22.033250000000002,58.68410566533061,18.713631465517263,1.061332,-13.480726127454343,27.414906210458,55,13,12
23.563125,24.064124999999997,56.66756702005537,29.655845905172406,1.0329774193548387,-15.839878546444755,21.269289691111048,49,15,16
18.691499999999998,19.280875,54.825228074799746,3.884024784482775,1.065695652173913,-11.107382205662352,22.787380072611672,57,11,12
21.563874999999996,21.990375,52.63106877155759,18.4826239224138,1.0972291666666667,-9.250201467095549,28.696838413680396,56,12,12
20.925,20.993000000000002,56.167672797408855,13.108836206896571,1.0055666666666665,-9.019645904464536,16.594534029111575,56,15,9
17.152749999999997,17.452999999999996,54.49556114667119,-5.96443965517243,1.0171428571428573,-11.13312236545945,23.449749602181218,45,22,13
17.5185,17.00625,51.349553724682465,-8.371497844827571,0.9474681818181817,-16.581492444801295,19.10399684574686,58,15,7
19.1855,19.678375,53.19548089787425,6.0257273706896575,0.9928464285714286,-13.896269108893252,16.8688100035387,52,16,12
17.991500000000002,18.377875,55.99220555309443,-0.9812769396551682,1.026337037037037,-10.350142606633305,18.873135238212743,53,15,12
15.211250000000001,15.364374999999999,53.384784587378654,-17.217807112068964,0.9961655172413791,-15.655398565665374,21.319523837347386,51,17,12
19.557125,19.489625,54.18464015797082,5.008755387931043,0.9865333333333333,-13.526720806603523,26.69558396521192,47,23,10
19.50675,19.267374999999998,62.04473205337509,3.8112877155172367,0.9612657142857143,-12.176945155534748,24.184666141671947,45,27,8
18.75625,19.365000000000002,48.48278270122874,4.337284482758639,1.0300647058823529,-12.55377561820655,22.66380458505192,46,19,15
19.85,20.018,59.31889944799661,7.855603448275874,0.9904714285714286,-12.518245651890478,23.46411214465901,52,19,9
17.553375,17.43025,56.259802506932324,-6.087015086206885,0.9428499999999999,-13.86904375372155,18.759631158779484,52,21,7
